#N100
#Based on a uniform distribution of nodes around a central depot located at the origin
#All nodes are equally likely to be located within a flight radius of 2.5*F around the depot
# Since F = 30, that amounts to a 150x150 square area

param n := 250;

param :    Xc    Yc     :=
0	0.000000	0.000000
1	29.441747	32.698372
2	12.978714	39.944374
3	20.846814	-37.608647
4	-6.167179	-58.676792
5	38.946552	-2.041102
6	49.627308	6.093467
7	-14.345907	-67.492184
8	-35.875912	64.721858
9	5.619099	-13.907758
10	36.871238	-9.193032
11	-60.513189	20.836362
12	46.354844	25.694910
13	-5.472322	15.035082
14	8.816779	12.135255
15	-5.534659	-16.073816
16	40.150351	57.340643
17	-32.735921	-35.104978
18	-43.672031	5.362251
19	7.878462	1.389185
20	8.784991	6.619965
21	18.422766	33.235549
22	-2.092694	-29.926922
23	2.487113	-1.677579
24	13.617982	-35.476056
25	4.158234	-19.562952
26	-10.036959	11.147172
27	-13.420630	19.896902
28	41.077539	15.768190
29	-20.395122	62.769730
30	34.091545	-46.922986
31	-42.856366	23.755671
32	39.602959	-10.611581
33	48.960196	39.647185
34	12.434335	-10.069126
35	-38.429621	-54.883187
36	-3.693969	-4.728065
37	-36.466068	22.786528
38	27.434355	-30.468938
39	-49.186790	30.735317
40	-17.677670	17.677670
41	-34.091545	-46.922986
42	-48.083261	48.083261
43	-12.903100	-1.584301
44	-33.424956	39.834311
45	-23.213052	-15.657401
46	-5.494037	11.782001
47	17.989035	0.628191
48	-21.490212	50.627767
49	-25.000000	43.301270
50	2.999543	-0.052357
51	-7.456494	-10.648977
52	13.946726	-1.220180
53	43.709557	52.091022
54	38.135728	-25.722874
55	-51.220699	-40.017996
56	9.447944	40.923543
57	-12.821860	-51.425673
58	-4.514853	25.605002
59	7.190352	-3.506969
60	15.023090	28.254323
61	2.508576	6.535063
62	21.196771	-33.921924
63	44.445975	-7.039551
64	-1.849673	-52.967714
65	21.147757	-6.064022
66	43.832567	3.834853
67	13.589506	27.862615
68	-5.403656	-61.764071
69	18.735657	-20.808055
70	-20.141514	19.450434
71	-28.865869	44.449540
72	30.399551	43.415058
73	44.943288	-57.524785
74	5.633659	10.595371
75	58.217744	-14.515314
76	38.154187	61.059463
77	-27.025882	43.250453
78	6.344155	-2.958328
79	64.721858	35.875912
80	-33.921924	21.196771
81	-73.622039	14.310675
82	-16.995935	52.308108
83	7.071068	7.071068
84	-0.209344	3.994518
85	24.404199	-54.812727
86	17.082057	63.751105
87	-7.071068	7.071068
88	5.601483	2.150208
89	-21.034442	-15.282417
90	-16.804448	-6.450623
91	-32.939911	27.639867
92	-9.058667	33.807404
93	21.548152	27.580376
94	-2.121320	2.121320
95	-35.223538	-24.663787
96	-4.015035	5.734064
97	-2.977638	0.365608
98	-13.215728	-16.320065
99	-0.942286	26.983552
100	73.594620	7.735106
101	-50.863675	10.811408
102	-15.513908	27.987831
103	7.276909	-34.235166
104	-6.037677	-5.248472
105	4.464414	-63.844099
106	42.023091	18.709886
107	4.158234	19.562952
108	34.286692	20.601523
109	50.000000	0.000000
110	9.811225	8.528767
111	-1.231323	-1.576022
112	19.500000	33.774991
113	44.723589	-33.701641
114	13.845049	-17.097211
115	9.781476	-2.079117
116	-28.678964	24.930243
117	-35.566683	-10.198582
118	-54.776266	11.643055
119	62.573213	37.597779
120	0.000000	39.000000
121	49.204427	56.603219
122	-1.948740	-0.449902
123	0.927051	-2.853170
124	-71.113561	11.263281
125	45.196622	-37.924469
126	-68.831919	-4.813197
127	-15.358870	-38.014538
128	36.858194	22.146637
129	-1.922523	0.551275
130	22.275163	-11.349762
131	52.003522	17.906248
132	1.030076	-1.714335
133	2.128869	60.962840
134	5.161979	73.819740
135	15.249893	23.482776
136	1.813668	-25.936665
137	-14.515314	58.217744
138	9.979761	46.951085
139	3.135854	29.835657
140	29.444864	-17.000000
141	57.071301	-24.225330
142	19.296533	63.116114
143	-6.819482	-48.523135
144	5.752279	65.748850
145	-1.988766	37.947922
146	-21.880943	51.548272
147	-14.457052	-34.058680
148	5.346039	-2.723943
149	27.893452	2.440361
150	-33.979288	-1.186583
151	-14.571844	-8.755647
152	-10.324376	14.744737
153	-40.372991	-11.576769
154	48.209071	-57.453333
155	25.896233	25.007701
156	61.487804	-35.500000
157	-42.944700	16.484926
158	-6.105888	-31.412070
159	-7.107936	67.627489
160	-28.190779	-10.260604
161	-8.652476	26.629582
162	-8.284544	-3.516580
163	-0.785358	44.993146
164	-20.185226	-58.622152
165	-2.571150	-3.064178
166	-50.204581	50.204581
167	-53.231145	-51.404719
168	6.618630	2.278977
169	-22.370515	-50.245000
170	13.742781	2.671326
171	17.989035	-0.628191
172	39.834311	33.424956
173	-27.081676	-35.938598
174	3.845047	1.102549
175	39.210044	-46.728711
176	28.889646	-2.527517
177	-22.049251	13.777901
178	-24.939101	1.743912
179	1.827091	-0.813473
180	-50.968071	-37.030471
181	0.835039	-5.941608
182	4.854102	3.526712
183	24.412521	-45.913275
184	10.625184	-2.847009
185	45.331834	-40.816967
186	-54.851528	51.149877
187	-16.548226	12.928891
188	66.510759	-32.439465
189	51.357052	16.686918
190	-52.857067	-44.352345
191	12.206261	-22.956637
192	5.556742	31.513848
193	-24.313043	25.176893
194	-0.523492	14.990862
